,game_id,competition_id_game,season,round,date_game,home_club_goals,away_club_goals,home_club_position,away_club_position,home_club_manager_name,away_club_manager_name,stadium,attendance,referee,home_club_name,away_club_name,aggregate,competition_type,appearance_id,player_id_Merged,date_appearances,player_name_Merged,competition_id_appearances,yellow_cards,red_cards,goals,assists,minutes_played,game_lineups_id,type_Merged2,number,player_id_lineups,player_name_lineups,team_captain,position_Merged3,game_event_id,date,minute,type_events,player_id,description,Sub/Assist_player_id,name,last_season,current_club_id,player_code,country_of_birth,date_of_birth,sub_position,position_final,foot,height_in_cm,market_value_in_eur,highest_market_value_in_eur,contract_expiration_date,agent_name
3454,2267606.0,DKP,2012.0,Round of 16,2012-10-31,0.0,1.0,N/A,N/A,Nicolai Wael,Colin Todd,Jokri Park,1787.0,Henning Jensen,N/A,Randers Fodbold Club,00:01:00,domestic_cup,2267606_46472,46472.0,2012-10-31,Charlie Davies,DKP,0.0,0.0,0.0,0.0,81.0,,,,,,,,475d15fcd71de157f37d97202b425c71,2012-10-31,81.0,Substitutions,46472.0,", Tactical",46007.0,Charlie Davies,2013.0,5724.0,charlie-davies,United States,1986-06-25,Centre-Forward,Attack,right,178.0,75000.0,2200000.0,2025-06-30,N/A
3455,2224706.0,DK1,2012.0,25. Matchday,2013-03-31,0.0,2.0,9.0,3.0,Lars SÃ¶ndergaard,Colin Todd,Sydbank Park,2045.0,Michael Tykgaard,SÃ¶nderjyskE,Randers Fodbold Club,00:02:00,domestic_league,2224706_46472,46472.0,2013-03-31,Charlie Davies,DK1,0.0,0.0,0.0,0.0,45.0,,,,,,,,c73abecd44dc6fe9a1f07b072783fb66,2013-03-31,46.0,Substitutions,46472.0,", Tactical",46007.0,Charlie Davies,2013.0,5724.0,charlie-davies,United States,1986-06-25,Centre-Forward,Attack,right,178.0,75000.0,2200000.0,2025-06-30,N/A
3456,2224697.0,DK1,2012.0,33. Matchday,2013-05-20,2.0,2.0,5.0,3.0,Kent Nielsen,Colin Todd,Aalborg Portland Park,10496.0,Mads-Kristoffer Kristoffersen,Aalborg BK,Randers Fodbold Club,02:02:00,domestic_league,2224697_46472,46472.0,2013-05-20,Charlie Davies,DK1,0.0,0.0,0.0,0.0,90.0,,,,,,,,f4424fc5ac77fd4ad277f8747cca8d70,2013-05-20,90.0,Substitutions,46472.0,", Delay",154051.0,Charlie Davies,2013.0,5724.0,charlie-davies,United States,1986-06-25,Centre-Forward,Attack,right,178.0,75000.0,2200000.0,2025-06-30,N/A
3457,2224630.0,DK1,2012.0,18. Matchday,2012-11-23,0.0,1.0,5.0,3.0,Colin Todd,Kent Nielsen,Cepheus Park Randers,7311.0,Jakob Kehlet,Randers Fodbold Club,Aalborg BK,00:01:00,domestic_league,2224630_46472,46472.0,2012-11-23,Charlie Davies,DK1,0.0,1.0,0.0,0.0,8.0,,,,,,,,630d7cdd349a4452fac85dbb69af8806,2012-11-23,90.0,Cards,46472.0,"Red card  , Violent conduct",-,Charlie Davies,2013.0,5724.0,charlie-davies,United States,1986-06-25,Centre-Forward,Attack,right,178.0,75000.0,2200000.0,2025-06-30,N/A
3458,3047615.0,FR1,2018.0,16. Matchday,2018-12-05,0.0,2.0,4.0,13.0,Bruno GÃ©nÃ©sio,Julien StÃ©phan,Groupama Stadium,47278.0,Johan Hamel,Olympique Lyonnais,Stade Rennais Football Club,00:02:00,domestic_league,3047615_355369,355369.0,2018-12-05,Jordan,FR1,0.0,0.0,1.0,0.0,62.0,,,,,,,,a3464b531973f9510e5036e85e8955cb,2018-12-05,43.0,Goals,355369.0,", Right-footed shot, 1. Goal of the Season",-,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3460,3047707.0,FR1,2018.0,19. Matchday,2018-12-22,4.0,0.0,9.0,10.0,Julien StÃ©phan,Bernard Blaquart,Roazhon Park,22430.0,JÃ©rÃ©my Stinat,Stade Rennais Football Club,NÃ®mes Olympique,04:00:00,domestic_league,3047707_355369,355369.0,2018-12-22,Jordan,FR1,0.0,0.0,2.0,1.0,68.0,,,,,,,,0de5bb6bfbe873e6e8d182ac97f11054,2018-12-22,47.0,Goals,355369.0,", 2. Goal of the Season",-,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3463,3199613.0,FR1,2019.0,25. Matchday,2020-02-16,1.0,0.0,8.0,3.0,David Guion,Julien StÃ©phan,Stade Auguste-Delaune,13026.0,Florent Batta,Stade de Reims,Stade Rennais Football Club,01:00:00,domestic_league,3199613_355369,355369.0,2020-02-16,Jordan,FR1,0.0,0.0,0.0,0.0,56.0,,,,,,,,5efe0c6a841ecabc4d210c45c0a41aef,2020-02-16,56.0,Substitutions,355369.0,N/A,157501.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3464,3199400.0,FR1,2019.0,5. Matchday,2019-09-14,0.0,0.0,13.0,2.0,Olivier Dall'Oglio,Julien StÃ©phan,Stade Francis-Le BlÃ©,14937.0,ClÃ©ment Turpin,Stade brestois 29,Stade Rennais Football Club,00:00:00,domestic_league,3199400_355369,355369.0,2019-09-14,Jordan,FR1,0.0,0.0,0.0,0.0,74.0,,,,,,,,f2ea928690359f06e30e9cc897cd7fbd,2019-09-14,74.0,Substitutions,355369.0,N/A,203507.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3465,2586981.0,FR1,2015.0,12. Matchday,2015-10-31,3.0,0.0,4.0,13.0,Christophe Galtier,Olivier GuÃ©gan,Stade Geoffroy-Guichard,28825.0,Amaury Delerue,AS Saint-Ã‰tienne,Stade de Reims,03:00:00,domestic_league,2586981_355369,355369.0,2015-10-31,Jordan,FR1,0.0,0.0,0.0,0.0,73.0,,,,,,,,9e543624e713d887114befb64ceb11fd,2015-10-31,73.0,Substitutions,355369.0,N/A,55042.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3466,2600641.0,FR1,2015.0,19. Matchday,2015-12-19,2.0,0.0,16.0,17.0,Ghislain Printant,Olivier GuÃ©gan,Stade Armand-Cesari,10528.0,Said Ennjimi,SC Bastia,Stade de Reims,02:00:00,domestic_league,2600641_355369,355369.0,2015-12-19,Jordan,FR1,0.0,0.0,0.0,0.0,58.0,,,,,,,,6ac25b702fa80dc754e74dc7d47fd0f7,2015-12-19,58.0,Substitutions,355369.0,N/A,80009.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3467,3252541.0,EL,2019.0,Group E,2019-12-12,2.0,0.0,N/A,N/A,Julien StÃ©phan,Simone Inzaghi,Roazhon Park,25082.0,Srdjan Jovanovic,Stade Rennais Football Club,SocietÃ  Sportiva Lazio S.p.A.,02:00:00,international_cup,3252541_355369,355369.0,2019-12-12,Jordan,EL,0.0,0.0,0.0,0.0,70.0,,,,,,,,2de80377f210857f95d7c17eed88d696,2019-12-12,70.0,Substitutions,355369.0,N/A,157501.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3468,3047478.0,FR1,2018.0,5. Matchday,2018-09-14,2.0,1.0,11.0,9.0,Patrick Vieira,Sabri Lamouchi,Allianz Riviera,16887.0,JÃ©rÃ´me Miguelgorry,Olympique Gymnaste Club Nice CÃ´te d'Azur,Stade Rennais Football Club,02:01:00,domestic_league,3047478_355369,355369.0,2018-09-14,Jordan,FR1,0.0,0.0,0.0,0.0,78.0,,,,,,,,3d827fd1f03805d5a27494467e5dd932,2018-09-14,78.0,Substitutions,355369.0,N/A,157501.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3469,2586848.0,FR1,2015.0,6. Matchday,2015-09-19,1.0,1.0,5.0,1.0,Olivier GuÃ©gan,Laurent Blanc,Stade Auguste-Delaune,20526.0,Bartolomeu Varela,Stade de Reims,Paris Saint-Germain Football Club,01:01:00,domestic_league,2586848_355369,355369.0,2015-09-19,Jordan,FR1,0.0,0.0,1.0,0.0,13.0,,,,,,,,405d5d3b7cd344b93088ef6745149f0f,2015-09-19,83.0,Goals,355369.0,", Right-footed shot, 3. Goal of the Season",-,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3470,3098734.0,EL,2018.0,group K,2018-11-08,3.0,1.0,N/A,N/A,Aleksandr Khatskevich,Sabri Lamouchi,NSK Olimpisky,24402.0,John Beaton,Futbolniy Klub Dynamo Kyiv,Stade Rennais Football Club,03:01:00,international_cup,3098734_355369,355369.0,2018-11-08,Jordan,EL,0.0,0.0,1.0,0.0,19.0,,,,,,,,954edf4c11dd713c552b80ddeab75ea6,2018-11-08,89.0,Goals,355369.0,", Right-footed shot, 1. Tournament Goal",-,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3471,2586770.0,FR1,2015.0,1. Matchday,2015-08-09,1.0,2.0,13.0,5.0,Willy Sagnol,Olivier GuÃ©gan,Matmut Atlantique,31583.0,Ruddy Buquet,FC Girondins Bordeaux,Stade de Reims,01:02:00,domestic_league,2586770_355369,355369.0,2015-08-09,Jordan,FR1,0.0,0.0,1.0,0.0,22.0,,,,,,,,bad70c4035bb18df4d203f4bcb05c9c3,2015-08-09,87.0,Goals,355369.0,", Right-footed shot, 1. Goal of the Season",-,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3472,2609688.0,FR1,2015.0,22. Matchday,2016-01-24,1.0,1.0,17.0,6.0,Olivier GuÃ©gan,Christophe Galtier,Stade Auguste-Delaune,13048.0,Ruddy Buquet,Stade de Reims,AS Saint-Ã‰tienne,01:01:00,domestic_league,2609688_355369,355369.0,2016-01-24,Jordan,FR1,0.0,0.0,0.0,0.0,31.0,,,,,,,,d608c39392275aa3c970aeb026237e0d,2016-01-24,31.0,Substitutions,355369.0,N/A,55042.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3473,3047758.0,FR1,2018.0,24. Matchday,2019-02-10,3.0,0.0,8.0,4.0,Julien StÃ©phan,Jean-Louis Gasset,Roazhon Park,24230.0,Johan Hamel,Stade Rennais Football Club,AS Saint-Ã‰tienne,03:00:00,domestic_league,3047758_355369,355369.0,2019-02-10,Jordan,FR1,0.0,0.0,0.0,0.0,31.0,,,,,,,,dbd73db6aba48e7c543a7db601d69f84,2019-02-10,31.0,Substitutions,355369.0,N/A,410225.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3474,3047468.0,FR1,2018.0,4. Matchday,2018-09-02,2.0,0.0,6.0,19.0,Sabri Lamouchi,Eric Bedouet,Roazhon Park,23817.0,BenoÃ®t Bastien,Stade Rennais Football Club,FC Girondins Bordeaux,02:00:00,domestic_league,3047468_355369,355369.0,2018-09-02,Jordan,FR1,0.0,0.0,0.0,0.0,75.0,,,,,,,,880d966b61c6f379dd242a4e9158d66d,2018-09-02,75.0,Substitutions,355369.0,N/A,118303.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3475,3199517.0,FR1,2019.0,16. Matchday,2019-12-04,0.0,1.0,18.0,3.0,Vincent Hognon,Julien StÃ©phan,Stade Saint-Symphorien,14214.0,Karim Abed,Football Club de Metz,Stade Rennais Football Club,00:01:00,domestic_league,3199517_355369,355369.0,2019-12-04,Jordan,FR1,0.0,0.0,0.0,0.0,58.0,,,,,,,,da3ed22c87c2097d5a72129ec933e7a2,2019-12-04,58.0,Substitutions,355369.0,N/A,157501.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3476,3047521.0,FR1,2018.0,7. Matchday,2018-09-26,2.0,1.0,15.0,17.0,Christophe PÃ©lissier,Sabri Lamouchi,Stade CrÃ©dit Agricole la Licorne,7605.0,Johan Hamel,Amiens SC,Stade Rennais Football Club,02:01:00,domestic_league,3047521_355369,355369.0,2018-09-26,Jordan,FR1,0.0,0.0,0.0,0.0,64.0,,,,,,,,0395cb2a74e46571137706cb4f5db87e,2018-09-26,64.0,Substitutions,355369.0,N/A,118303.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3477,3199390.0,FR1,2019.0,4. Matchday,2019-09-01,1.0,2.0,2.0,3.0,Julien StÃ©phan,Patrick Vieira,Roazhon Park,26721.0,Johan Hamel,Stade Rennais Football Club,Olympique Gymnaste Club Nice CÃ´te d'Azur,01:02:00,domestic_league,3199390_355369,355369.0,2019-09-01,Jordan,FR1,0.0,0.0,0.0,0.0,76.0,,,,,,,,16dadd0c699ebbe95bca5e1daa22a4cf,2019-09-01,76.0,Substitutions,355369.0,N/A,353399.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3478,2609675.0,FR1,2015.0,21. Matchday,2016-01-16,2.0,2.0,13.0,17.0,Thierry Laurey,Olivier GuÃ©gan,Stade Ange-Casanova,3568.0,Johan Hamel,GFC Ajaccio,Stade de Reims,02:02:00,domestic_league,2609675_355369,355369.0,2016-01-16,Jordan,FR1,0.0,0.0,0.0,1.0,84.0,,,,,,,,10bb30ff4bceaf9b034278a81ce86f7c,2016-01-16,84.0,Substitutions,355369.0,N/A,80009.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3479,3098787.0,EL,2018.0,group K,2018-12-13,2.0,0.0,N/A,N/A,Julien StÃ©phan,Stanimir Stoilov,Roazhon Park,24535.0,Serdar GÃ¶zÃ¼bÃ¼yÃ¼k,Stade Rennais Football Club,N/A,02:00:00,international_cup,3098787_355369,355369.0,2018-12-13,Jordan,EL,0.0,0.0,0.0,0.0,75.0,,,,,,,,1338058ab6aafe7a1191b606cd9981fe,2018-12-13,75.0,Substitutions,355369.0,N/A,46473.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3480,2586806.0,FR1,2015.0,5. Matchday,2015-09-12,2.0,2.0,16.0,3.0,Dominique ArribagÃ©,Olivier GuÃ©gan,Stadium Municipal,11766.0,Fredy Fautrel,Toulouse Football Club,Stade de Reims,02:02:00,domestic_league,2586806_355369,355369.0,2015-09-12,Jordan,FR1,0.0,0.0,1.0,0.0,40.0,,,,,,,,3a54b3ab6160004639964ad65ee9b0da,2015-09-12,56.0,Goals,355369.0,", Right-footed shot, 2. Goal of the Season",-,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3481,4096002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,91ab65a6a5a68a24aefbdfa0fd4d8e2c,starting_lineup,13.0,355369.0,Jordan,0.0,Centre-Forward,36efabeadbb05be1b9970c6ef8ed5476,2023-09-17,56.0,Goals,355369.0,", Right-footed shot, 1. Goal of the Season Assist: , Pass, 1. Assist of the Season",467434.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3482,4096008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,912dbc54e5c4d843919ceddb608ad7a9,starting_lineup,13.0,355369.0,Jordan,0.0,Centre-Forward,ca9a7aefa8fdcdfacf361cb6d6fa81ac,2023-09-23,64.0,Substitutions,355369.0,", Tactical",167329.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3483,4096018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,aca583df12b5ceb20a86d0083243b1be,starting_lineup,13.0,355369.0,Jordan,0.0,Centre-Forward,cead9a7ef647042251818119354ba860,2023-09-30,64.0,Substitutions,355369.0,", Injury",544148.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3484,4096026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,58e4c28823ad13dae54aab0aaa242fdc,starting_lineup,13.0,355369.0,Jordan,0.0,Centre-Forward,c1dfd26fb624144733c60ae79dfafb4e,2023-10-06,64.0,Substitutions,355369.0,", Tactical",544148.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3485,4096043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,bfa28568557efe67138c65a1689a8d40,starting_lineup,13.0,355369.0,Jordan,0.0,Centre-Forward,d039731fcedc5b680e3942b35029651b,2023-10-28,86.0,Substitutions,355369.0,", Injury",544148.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3486,4096050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f60ed14020a91df66a709a849c9ceb5,starting_lineup,13.0,355369.0,Jordan,0.0,Centre-Forward,7466c91a91c35efaa9206ba8c694dc2a,2023-11-04,25.0,Goals,355369.0,", Header, 2. Goal of the Season Assist: , Header, 1. Assist of the Season",524285.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3488,4194147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,d0a790a5cfbaf271742e14bf4dbb64a5,starting_lineup,13.0,355369.0,Jordan,0.0,Centre-Forward,4acebccbc824e45d51045d8c5e164341,2023-10-31,3.0,Goals,355369.0,", Left-footed shot, 1. Tournament Goal Assist: , Corner, 1. Tournament Assist",284010.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3491,3496478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555cd14e683f03ff8ffcb16943087472,2021-02-18,19.0,Goals,355369.0,", Header, 1. Tournament Goal",-,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3493,3496493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2937e1c66fba76925a000b779d1259c6,2021-02-25,47.0,Goals,355369.0,", Header, 3. Tournament Goal",-,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3495,3613224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d9443925fb8ae64532dff624055873bf,2021-07-28,10.0,Goals,355369.0,", Penalty, 1. Tournament Goal",-,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3497,3631254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143547161b799794ac9146514669535,2021-08-10,23.0,Goals,355369.0,", Header, 2. Tournament Goal",-,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3500,3643304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d22ad42f54f5aafaa4d20856371af0e5,2021-08-18,58.0,Substitutions,355369.0,N/A,395523.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3501,3643352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1b07f135224746fdc92cf7b9da6f083,2021-08-24,85.0,Substitutions,355369.0,N/A,507496.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3502,3651031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53473b90cb79189c5b6e552fad572fe0,2021-09-14,90.0,Goals,355369.0,", Right-footed shot, 1. Tournament Goal",-,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3503,3651071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c7ea6604a7686c2666319f4d00ac7c1e,2021-09-29,66.0,Substitutions,355369.0,N/A,395523.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3504,3651087.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a0ef555103d487de34ccc0a1805ae86c,2021-10-20,70.0,Substitutions,355369.0,N/A,395523.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3505,3651112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a0c26c079daf82ab13ddab634c37b454,2021-11-23,39.0,Goals,355369.0,", 2. Tournament Goal",-,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3506,3651135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8fc8a6c63e0d2e442080ae8b58709a85,2021-12-08,62.0,Substitutions,355369.0,N/A,395523.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3507,3825595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820ad97c747664ae034ce562fc6d4ad0,2022-08-01,64.0,Goals,355369.0,", Right-footed shot, 1. Tournament Goal",-,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3509,3839027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c5c29d2dbf264bcfcd93b7160d5a23e2,2022-08-06,32.0,Goals,355369.0,", Header, 1. Goal of the Season",-,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3511,3839056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7818a952be87521944e8c73f335e6a27,2022-08-14,70.0,Substitutions,355369.0,N/A,117432.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3512,3839081.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a041eff3e7c78cbea273502637c173f7,2022-08-20,32.0,Goals,355369.0,", Right-footed shot, 2. Goal of the Season",-,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3514,3839103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111456984aa10cc8da4c223b39284599,2022-08-27,71.0,Substitutions,355369.0,N/A,117432.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3515,3839117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549cc469a21a8804e7fbe8a645b4a3d2,2022-09-11,75.0,Substitutions,355369.0,N/A,117432.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3516,3839134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2835973d775c84b4176e2ba74870ac4b,2022-09-18,54.0,Goals,355369.0,", Header, 3. Goal of the Season",-,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3518,3839166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729f0b568552b8488f1914ec261b69df,2022-10-09,65.0,Substitutions,355369.0,N/A,117432.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3519,3839179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d2c344c3afd521bee71a2e97d4c63152,2022-10-16,67.0,Substitutions,355369.0,N/A,117432.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3520,3839201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668042becce531cfbedc2d0f5e10b4ca,2022-10-23,63.0,Substitutions,355369.0,N/A,117432.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3521,3839215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c964f1bf666229b1103e4ee72ba33e4,2022-10-30,59.0,Substitutions,355369.0,N/A,186988.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3522,3839232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ea0f5fb113369c5b32b8e6ab2ed4fab,2022-11-06,59.0,Substitutions,355369.0,N/A,117432.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3523,3839278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431e2a58295f0b54521c8ef2e8780cbc,2023-01-21,63.0,Substitutions,355369.0,N/A,117432.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3524,3839331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e452b49628b5c1e91a78a4f629c664d,2023-02-04,84.0,Goals,355369.0,", Right-footed shot, 4. Goal of the Season",-,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3525,3839384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994e7a39af8dd6df5cd2d326f9b1c89e,2023-02-26,63.0,Substitutions,355369.0,N/A,117432.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
